,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
ZNF460-AS1,False,False,False,76,0.004788321167883212,0.004776893622731603,99.55620437956205,82.0,4.4188404,76,True,0.006507772261747738,1.2503036603335707,1.0278721,1,False
ZNF460,False,False,False,616,0.03754744525547445,0.03685970244383733,96.4029197080292,643.0,6.4676986,616,False,0.04226350422177641,0.9388272389813873,0.51388854,0,False
AC005261.1,False,False,False,1559,0.10802919708029197,0.10258293913340465,90.89635036496351,1850.0,7.5234814,1559,False,0.11017138043111377,1.013409904225876,0.63736343,0,False
ZNF543,False,False,False,331,0.020204379562043795,0.020002979344018502,98.06715328467153,346.0,5.8493247,331,False,0.019624414069183797,0.7716807715549985,0.23860648,0,False
AC005261.2,False,False,False,17,0.0010510948905109489,0.001050542877055006,99.9007299270073,18.0,2.944439,17,False,0.0009999402048869468,0.5422085674286206,-0.1443832,0,False
ZNF304,False,False,False,179,0.011094890510948904,0.011033793706096296,98.95474452554744,190.0,5.2522736,179,False,0.0105289990586908,0.8533211517675603,0.37362626,0,False
ZNF547,False,False,False,71,0.004262773722627737,0.004253713840415788,99.58540145985401,73.0,4.304065,71,True,0.00491208235843206,1.5068108098151638,1.4539256,2,True
TRAPPC2B,False,False,False,1755,0.12192700729927007,0.11504774910127533,89.75182481751824,2088.0,7.6444407,1755,False,0.09458239194577475,0.5909633019968872,-0.06135772,0,False
ZNF548,False,False,False,822,0.05167883211678832,0.05038777503957573,95.19999999999999,885.0,6.786717,822,False,0.05768921150770509,0.9380346743284285,0.5128202,0,False
ZNF17,False,False,False,347,0.020788321167883213,0.020575192680757845,97.97372262773723,356.0,5.8777356,347,False,0.02062180944392224,0.7399499731563834,0.1859446,0,False
ZNF749,False,False,False,361,0.022481751824817518,0.022232762149471494,97.8919708029197,385.0,5.9558372,361,False,0.020263858229453445,0.713473288006629,0.14026715,0,False
AC004076.2,False,False,False,68,0.004321167883211679,0.004311858446066382,99.60291970802919,74.0,4.317488,68,False,0.0039720440803571195,0.6752253775684003,0.0774043,0,False
VN1R1,False,False,False,23,0.00145985401459854,0.0014587894636599347,99.86569343065693,25.0,3.2580965,23,True,0.00170345483329873,1.199778586193203,0.9470374,1,False
ZNF772,False,False,False,179,0.011386861313868613,0.01132251898600011,98.95474452554744,195.0,5.278115,179,False,0.009233603426431723,0.7422797387580164,0.18928032,0,False
AC003005.2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00011864711515355919,-0.365904803926528,-1.6452101,0,False
ZNF419,False,False,False,610,0.03760583941605839,0.03691598181464882,96.43795620437956,644.0,6.46925,610,False,0.037882432269189005,0.8486305561164879,0.365149,0,False
ZNF773,False,False,False,432,0.026802919708029196,0.02645001351297656,97.47737226277373,459.0,6.1312265,432,False,0.026648270403275547,1.0068480420397297,0.6263285,0,False
ZNF549,False,False,False,486,0.03083211678832117,0.03036635645885699,97.16204379562043,528.0,6.2709885,486,False,0.035660892820659956,1.1723024897821737,0.90077233,0,False
ZNF550,False,False,False,512,0.03293430656934306,0.032403593313081486,97.01021897810219,564.0,6.336826,512,False,0.03416862414628441,1.0106537188819098,0.6336615,0,False
ZNF416,False,False,False,176,0.010452554744525548,0.010398304502468658,98.97226277372263,179.0,5.192957,176,False,0.00843676701388895,0.717126101262969,0.14552201,0,False
ZIK1,False,False,False,327,0.020788321167883213,0.020575192680757845,98.0905109489051,356.0,5.8777356,327,False,0.014862884235886796,0.6045164410266093,-0.039472427,0,False
ZNF530,False,False,False,384,0.025693430656934305,0.02536890156950137,97.75766423357665,440.0,6.089045,384,False,0.013131893989295738,0.3320482587746091,-0.4889758,0,False
ZNF134,False,False,False,740,0.04759124087591241,0.046493472482361076,95.67883211678833,815.0,6.7044144,740,False,0.0407938125956587,0.6564808676109386,0.04655497,0,False
ZNF211,False,False,False,573,0.03602919708029197,0.03539532595010618,96.65401459854014,617.0,6.4264884,573,False,0.031275543049744205,0.7276969865724188,0.16426007,0,False
ZSCAN4,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,9.582799049175146e-05,-0.7079618907857872,-2.2134511,0,False
ZNF551,False,False,False,621,0.04040875912408759,0.03961367355354385,96.37372262773722,692.0,6.54103,621,False,0.033280140829296236,0.7567584475691789,0.21297123,0,False
ZNF154,False,False,False,452,0.02832116788321168,0.027927538359825786,97.36058394160584,485.0,6.1862087,452,False,0.037695054200513466,1.1004460274594348,0.78227127,0,False
ZNF671,False,False,False,498,0.030481751824817518,0.030026413112807092,97.09197080291972,522.0,6.2595816,498,False,0.030420441425958844,0.7246245709282888,0.15954195,0,False
ZNF776,False,False,False,747,0.04893430656934306,0.04777470263840961,95.63795620437956,838.0,6.7322106,747,False,0.038839928529802836,0.6449093086820668,0.027241465,0,False
ZNF586,False,False,False,873,0.05588321167883212,0.054377584166885706,94.90218978102189,957.0,6.8648477,873,False,0.057716446345482314,1.1227700369757305,0.8187507,0,False
ZNF552,False,False,False,578,0.03597080291970803,0.03533896093022259,96.62481751824818,616.0,6.424869,578,False,0.039555314611979996,0.9240274719888527,0.4894296,0,False
ZNF587B,False,False,False,627,0.03964963503649635,0.038883767005318905,96.33868613138686,679.0,6.522093,627,False,0.0447627292525313,1.0006797551034006,0.61641985,0,False
ZNF814,False,False,False,1125,0.07503649635036497,0.07235461109669751,93.43065693430657,1285.0,7.1592917,1125,False,0.07626290414044769,0.9924241824973593,0.60258245,0,False
ZNF587,False,False,False,1136,0.07398540145985401,0.07137640331259143,93.36642335766423,1267.0,7.145196,1136,False,0.0800188329410143,0.9654753107785505,0.55850345,0,False
AC010326.3,False,False,False,34,0.0019854014598540146,0.0019834331551949985,99.8014598540146,34.0,3.5553482,34,False,0.002399112835481651,0.8996818449975751,0.4504224,0,False
ZNF417,False,False,False,374,0.022948905109489052,0.02268953959260825,97.81605839416059,393.0,5.976351,374,False,0.02525677650373962,0.9202657865635255,0.48299673,0,False
ZNF418,False,False,False,184,0.01167883211678832,0.011611160927677942,98.92554744525548,200.0,5.303305,184,False,0.009983456497764217,0.769854455286731,0.23571448,0,False
ZNF256,False,False,False,326,0.01962043795620438,0.01943043839170147,98.0963503649635,336.0,5.820083,326,False,0.016655685843735384,0.7146998546784766,0.14298552,0,False
C19orf18,False,False,False,57,0.003445255474452555,0.0034393341781651958,99.66715328467153,59.0,4.0943446,57,False,0.0031409996418688144,0.6702449038249092,0.06727393,0,False
ZNF606,False,False,False,408,0.02581021897810219,0.02548275788295694,97.61751824817519,442.0,6.0935698,408,False,0.0251974982629758,0.9597838289383278,0.54899186,0,False
AC008969.1,False,False,False,901,0.06125547445255475,0.05945261712486627,94.73868613138686,1049.0,6.9565454,901,False,0.07280765989003915,1.1141281324084695,0.804516,0,False
ZSCAN1,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,9.939697721102257e-05,-1.687217962657066,-3.8325677,0,False
ZNF135,False,False,False,196,0.012204379562043795,0.012130506563864208,98.85547445255474,209.0,5.3471074,196,False,0.010057088061072878,0.7203109709895691,0.15130247,0,False
ZSCAN18,False,False,False,1217,0.08011678832116788,0.07706917262412295,92.8934306569343,1372.0,7.2247534,1217,False,0.08823523011729026,1.022696020724327,0.65367246,0,False
ZNF329,False,False,False,531,0.03275912408759124,0.03223398200525438,96.8992700729927,561.0,6.331502,531,False,0.033006751490505734,0.8974788015627757,0.4460421,0,False
ZNF274,False,False,False,1777,0.11953284671532846,0.11291149714909586,89.62335766423357,2047.0,7.624619,1777,False,0.12131405811441093,1.032301294952068,0.6688496,0,False
ZNF544,False,False,False,1291,0.08846715328467153,0.08477042510915614,92.46131386861313,1515.0,7.3238306,1291,False,0.08141889617754562,0.9838582883227999,0.5887998,0,False
AC020915.2,False,False,False,789,0.053313868613138686,0.05194125959522743,95.392700729927,913.0,6.8178306,789,False,0.039788190349167585,0.42118960910566217,-0.342634,0,False
AC020915.1,False,False,False,32,0.0018686131386861315,0.001866869452999841,99.81313868613138,32.0,3.4965076,32,True,0.002590921142781014,1.119680471692325,0.81419474,1,False
ZNF8,False,False,False,554,0.035854014598540145,0.03522622135851355,96.76496350364964,614.0,6.4216223,554,False,0.03743613874808021,0.9863234401139821,0.59250855,0,False
ERVK3-1,False,False,False,3048,0.2411094890510949,0.21600572880221441,82.2014598540146,4129.0,8.326033,3048,False,0.17855901888128617,0.6907547966747289,0.1032316,0,False
AC010642.2,False,False,False,1618,0.11976642335766423,0.11312011298379425,90.55182481751825,2051.0,7.62657,1618,False,0.08068881863905432,0.4248554189089191,-0.33666784,0,False
ZSCAN22,False,False,False,119,0.007065693430656934,0.007040848381843716,99.30510948905109,121.0,4.804021,119,False,0.006064438518154978,0.779756004531706,0.25139824,0,False
A1BG,False,False,False,2900,0.23416058394160583,0.21039104987046423,83.06569343065692,4010.0,8.296796,2900,False,0.18867487647549427,0.5942361900093243,-0.056491364,0,False
A1BG-AS1,False,False,False,482,0.029897810218978103,0.02945958393993859,97.18540145985402,512.0,6.240276,482,False,0.03181872525464381,0.7993731738427496,0.28446484,0,False
ZNF497,False,False,False,51,0.0030364963503649637,0.003031895506599351,99.7021897810219,52.0,3.9702919,51,False,0.0029653416248689233,0.980808407188217,0.5836359,0,False
AC012313.2,False,False,False,26,0.0015182481751824818,0.0015170968016549387,99.84817518248175,26.0,3.295837,26,False,0.001578021615230036,0.37732665720459485,-0.41282836,0,False
AC012313.6,False,False,False,17,0.0010510948905109489,0.001050542877055006,99.9007299270073,18.0,2.944439,17,False,0.00067881711705399,-0.04692167979099365,-1.1197346,0,False
ZNF837,False,False,False,267,0.016058394160583942,0.01593082207219436,98.44087591240876,275.0,5.620401,267,False,0.01518754730217143,0.615597267217471,-0.020690678,0,False
RPS5,False,True,False,12383,11.580963503649635,2.5321848384546546,27.69051094890511,198324.0,12.197662,12375,False,2.1696214262978764,2.034471749718273,-0.15429729,0,False
ZNF584,False,False,False,1228,0.08029197080291971,0.07723134793599015,92.82919708029198,1375.0,7.226936,1228,False,0.07847364665896224,0.811189510505043,0.3026435,0,False
AC012313.1,False,False,False,60,0.003562043795620438,0.0035557147427422923,99.64963503649635,61.0,4.1271343,60,True,0.0044208422252194615,1.1523898813007383,0.867275,1,False
AC012313.5,False,False,False,23,0.00145985401459854,0.0014587894636599347,99.86569343065693,25.0,3.2580965,23,False,0.001483722477406377,0.6307921985331848,0.001949723,0,False
ZNF132,False,False,False,58,0.003445255474452555,0.0034393341781651958,99.66131386861315,59.0,4.0943446,58,False,0.0031055627160008438,0.5967557701180075,-0.052934796,0,False
AC012313.8,False,False,False,38,0.002218978102189781,0.00221651980621241,99.77810218978102,38.0,3.6635616,38,False,0.0031012720396432466,1.0649964993897103,0.72452825,1,False
ZNF324B,False,False,False,356,0.022306569343065692,0.02206141680250632,97.92116788321168,382.0,5.9480352,356,False,0.021878157522460355,0.9809111042680566,0.5837597,0,False
ZNF324,False,False,False,787,0.04899270072992701,0.04783037107720263,95.4043795620438,839.0,6.733402,787,False,0.0523068609275013,1.0027494455876984,0.61999506,0,False
ZNF446,False,False,False,347,0.020846715328467155,0.020632396010007208,97.97372262773723,357.0,5.880533,347,False,0.021092763031212894,0.7929700279054128,0.27315566,0,False
AC012313.7,False,False,False,15,0.0008759124087591241,0.0008755290213447437,99.91240875912408,15.0,2.7725887,15,False,0.000967983131463451,0.7647834644022656,0.22732621,0,False
SLC27A5,False,False,False,780,0.0588029197080292,0.05713894893031384,95.44525547445255,1007.0,6.9157233,780,False,0.040464261030762325,0.5782708033269842,-0.08253478,0,False
ZBTB45,False,False,False,369,0.02283211678832117,0.022575364790862935,97.84525547445256,391.0,5.971262,369,False,0.021642759988710944,0.9735739954398519,0.57172894,0,False
TRIM28,False,False,False,4018,0.38855474452554745,0.3282634540854712,76.53722627737226,6654.0,8.803123,4017,False,0.2604051187315929,0.7884395602220133,0.26519802,0,False
CHMP2A,False,False,False,6120,0.677956204379562,0.5175765078114158,64.26277372262774,11610.0,9.359708,6120,False,0.33922736782794627,0.3754511277221726,-0.83758765,0,False
UBE2M,False,False,False,4095,0.39743065693430657,0.33463530544881315,76.08759124087592,6806.0,8.8257065,4095,False,0.21550950017191378,0.41174346157045993,-0.3577599,0,False
MZF1-AS1,False,False,False,1423,0.10890510948905109,0.10337314067590551,91.69051094890511,1865.0,7.5315523,1423,False,0.10407353172634493,1.0547485294122325,0.70679367,0,False
MZF1,False,False,False,1238,0.08128467153284671,0.07814984490738988,92.77080291970803,1392.0,7.239215,1238,False,0.08507335720695021,0.9113630625429512,0.4696908,0,False
AC016629.2,False,False,False,222,0.024,0.023716526617316044,98.7036496350365,411.0,6.0210233,222,False,0.0057964354958552145,-0.5348692027552556,-1.9219309,0,False
C20orf96,False,False,False,443,0.030715328467153285,0.03025305484985294,97.41313868613139,526.0,6.2672005,443,False,0.02067471841144311,0.6138345250343283,-0.023757204,0,False
ZCCHC3,False,False,False,1671,0.12017518248175182,0.11348508600591177,90.24233576642335,2058.0,7.629976,1670,False,0.09004355527085578,0.6668756019939266,0.06403838,0,False
NRSN2-AS1,False,False,False,225,0.014773722627737226,0.01466565426872526,98.6861313868613,253.0,5.5373344,225,False,0.012025078955209307,0.5900706051879074,-0.063054815,0,False
SOX12,False,False,False,475,0.03532846715328467,0.03471873593782753,97.22627737226277,605.0,6.40688,475,False,0.02569846301408458,0.769955239770459,0.23536584,0,False
NRSN2,False,False,False,69,0.0042043795620437955,0.004195565853773441,99.59708029197081,72.0,4.2904596,69,False,0.003440422843552359,0.6836369122470913,0.0930013,0,False
TRIB3,False,False,False,437,0.027211678832116788,0.026848023468479445,97.44817518248176,466.0,6.1463294,437,False,0.026099774347141877,0.7334140175414442,0.17449164,0,False
RBCK1,False,False,False,3856,0.29646715328467155,0.2596429907621664,77.48321167883212,5077.0,8.532673,3855,False,0.22854426695216234,0.6024330846601904,-0.04239546,0,False
TBC1D20,False,False,False,1861,0.1257810218978102,0.11847703646904278,89.13284671532847,2154.0,7.675546,1861,False,0.1104183607399097,0.8460940822742329,0.36032727,0,False
CSNK2A1,False,False,False,4426,0.4101021897810219,0.3436621767858907,74.15474452554744,7023.0,8.857088,4426,False,0.28399313974862905,0.8461168146013566,0.36097038,0,False
TCF15,False,False,False,21,0.0012846715328467154,0.0012838470484252955,99.87737226277372,22.0,3.1354942,21,False,0.00032464460122010974,-0.8318522322518699,-2.418796,0,False
SRXN1,False,False,False,665,0.04677372262773723,0.04571278878688096,96.11678832116787,801.0,6.6871085,665,False,0.022004904673359103,0.43002405724862025,-0.3277125,0,False
FAM110A,False,False,False,1189,0.0837956204379562,0.08046934320976552,93.05693430656933,1435.0,7.2696166,1189,False,0.06216854520471376,0.5929051525707968,-0.05764204,0,False
RSPO4,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00021165712471750946,0.1917340973137645,-0.72212845,0,False
AL110114.1,False,False,False,112,0.007124087591240876,0.007098831160974564,99.34598540145986,122.0,4.8121843,112,False,0.006029673322157355,0.8518280725425257,0.3707857,0,False
PSMF1,False,False,False,5078,0.6264525547445255,0.4864012963518159,70.34744525547445,10728.0,9.280705,5074,False,0.28040176900265756,0.40596291112353144,-0.36757496,0,False
TMEM74B,False,False,False,6,0.00040875912408759124,0.00040867560483555794,99.96496350364964,7.0,2.0794415,6,False,0.0005048586299687397,0.17137413165521478,-0.7530068,0,False
C20orf202,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.0002043915965840401,-0.10315806738251959,-1.2108542,0,False
SNPH,False,False,False,135,0.008,0.007968169649176874,99.21167883211679,137.0,4.9272537,135,False,0.011474237978768786,1.0420416553001084,0.68476826,0,False
SDCBP2,False,False,False,67,0.004145985401459854,0.004137414485746121,99.60875912408758,71.0,4.276666,67,False,0.0033126386282928792,0.2652690637829719,-0.60027426,0,False
SDCBP2-AS1,False,False,False,372,0.02324087591240876,0.022974919577993032,97.82773722627736,398.0,5.988961,372,False,0.025917154081725617,0.8877673765387917,0.42986816,0,False
AL136531.1,False,False,False,31,0.0018686131386861315,0.001866869452999841,99.81897810218979,32.0,3.4965076,31,True,0.0032541273620718025,1.3386634953019212,1.1771615,1,False
FKBP1A,False,False,False,5057,0.5998832116788321,0.4699306338809088,70.47007299270072,10273.0,9.237371,5056,False,0.33205412016628794,0.5280523582134731,-0.52677906,0,False
NSFL1C,False,False,False,2782,0.22382481751824818,0.20198105090446095,83.75474452554744,3833.0,8.251664,2781,False,0.1446019380134807,0.5685698098324916,-0.09774722,0,False
SIRPB2,False,False,False,450,0.03223357664233577,0.031724975405457094,97.37226277372262,552.0,6.315358,450,False,0.025716752242472787,0.41602838430316447,-0.35011634,0,False
SIRPD,False,False,False,70,0.004613138686131387,0.004602530773200895,99.59124087591242,79.0,4.3820267,70,False,0.0034006698154231832,0.35273401995915094,-0.45777306,0,False
SIRPB1,False,False,False,872,0.07573722627737227,0.07300621841775486,94.9080291970803,1297.0,7.16858,872,False,0.05723554032518552,0.6474855476804853,0.032053214,0,False
SIRPG,False,False,False,1099,0.07725547445255475,0.07441657937841423,93.58248175182482,1323.0,7.1884127,1099,False,0.08135252078427982,0.7155906934607577,0.14512058,0,False
SIRPG-AS1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.0009470906081073577,0.7958404257288945,0.27847743,0,False
AL109809.5,False,False,False,38,0.0022773722627737226,0.002274782980989284,99.77810218978102,39.0,3.6888795,38,False,0.0018485640413434326,0.32057419116248076,-0.5094078,0,False
AL117335.1,False,False,False,103,0.00618978102189781,0.006170703012673476,99.39854014598541,106.0,4.6728287,103,False,0.005558682479323699,0.30839619539988344,-0.52703214,0,False
SIRPA,False,False,False,884,0.07918248175182482,0.07620379315533023,94.83795620437957,1356.0,7.213032,884,False,0.05330672881618988,0.49760141108012435,-0.21538626,0,False
PDYN-AS1,False,False,False,5,0.0003503649635036496,0.0003503036000324793,99.97080291970802,6.0,1.9459102,5,False,0.00024139289157958747,0.11328051576316017,-0.37109596,0,False
STK35,False,False,False,609,0.037897810218978104,0.03719733116799447,96.44379562043795,649.0,6.4769726,609,False,0.03639140437764468,0.8893398119005493,0.43286762,0,False
AL359916.1,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0009723339616524005,1.081543106356163,0.74871624,1,False
AL121899.4,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005268064488639206,0.31569964637676223,-0.5195666,0,False
AL121899.1,False,False,False,12,0.0007591240875912409,0.0007588360986380783,99.92992700729927,13.0,2.6390574,12,False,0.0006557667742041855,0.2466394344600085,-0.63079715,0,False
SNRPB,False,False,False,7118,1.179036496350365,0.7788828049504256,58.43503649635037,20191.0,9.913042,7117,False,0.5102849212741055,0.5269677039189942,-0.87628365,0,False
ZNF343,False,False,False,253,0.015357664233576642,0.01524092897825665,98.52262773722627,263.0,5.575949,253,False,0.016355170935125958,0.9195583138017432,0.48359793,0,False
NOP56,False,False,False,5217,0.6037372262773723,0.47233667200710194,69.53576642335766,10339.0,9.243775,5217,False,0.38706178461814095,0.9238375718728135,-0.07233343,0,False
IDH3B,False,False,False,3110,0.25518248175182484,0.2272809657999559,81.83941605839415,4370.0,8.382747,3110,False,0.17647773984325474,0.6408808890826304,0.02105094,0,False
AL049712.1,False,False,False,33,0.001927007299270073,0.0019251530024845024,99.80729927007299,33.0,3.5263605,33,False,0.002532022631648632,0.7247642038179809,0.1606457,0,False
EBF4,False,False,False,49,0.0028613138686131388,0.002857228102004016,99.71386861313869,49.0,3.912023,49,True,0.004954668155206404,1.1192631585554473,0.8142024,1,False
CPXM1,False,False,False,218,0.019211678832116788,0.019029464592830593,98.72700729927007,329.0,5.799093,218,False,0.007413068215153562,0.4857788324720681,-0.23582016,0,False
PCED1A,False,False,False,1028,0.06505109489051095,0.06302277443357164,93.9970802919708,1114.0,7.0166097,1028,False,0.0808086395938439,1.153771561724143,0.87014806,0,False
VPS16,False,False,False,1269,0.08426277372262773,0.08090028482384692,92.5897810218978,1443.0,7.275172,1269,False,0.0736120708504378,0.8905503003257049,0.43471342,0,False
PTPRA,False,False,False,5379,0.48496350364963503,0.39539019528573927,68.5897810218978,8305.0,9.024734,5378,False,0.3841725461084414,0.9570352103882288,0.0016667563,0,False
MRPS26,False,False,False,3273,0.2755036496350365,0.2433411199323947,80.8875912408759,4718.0,8.4593525,3273,False,0.1878844378136642,0.5342952603620981,-0.15568781,0,False
OXT,False,False,False,112,0.0069489051094890515,0.006924872736599198,99.34598540145986,119.0,4.787492,112,False,0.007043694483664207,0.7301876096935953,0.16926214,0,False
AVP,False,False,False,120,0.0574014598540146,0.055814445425423166,99.2992700729927,983.0,6.891626,120,True,0.01798935973321509,1.5372154574480243,1.5041451,2,True
UBOX5-AS1,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0004889145238159877,0.35599014989038896,-0.4526341,0,False
UBOX5,False,False,False,378,0.023007299270072994,0.02274662210539596,97.792700729927,394.0,5.9788857,378,False,0.022671909715405406,0.8428579678955856,0.35622,0,False
FASTKD5,False,False,False,796,0.05045255474452555,0.04922107583226012,95.35182481751825,864.0,6.7627296,796,False,0.04645114411030336,0.9412370577646567,0.51912487,0,False
LZTS3,False,False,False,82,0.005021897810218978,0.0050093301395547135,99.52116788321167,86.0,4.465908,82,False,0.005694839569078777,0.9485957479889896,0.53091663,0,False
DDRGK1,False,False,False,2814,0.21255474452554746,0.19272949293442787,83.56788321167883,3640.0,8.200014,2814,False,0.14704578064018134,0.43972269379500173,-0.31219792,0,False
ITPA,False,False,False,2651,0.2110948905109489,0.1915248186530923,84.51970802919708,3615.0,8.193124,2650,False,0.14772041031574276,0.590422000086158,-0.06295785,0,False
SLC4A11,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.00015090742639703182,-0.41334955716531885,-1.7240256,0,False
AL109976.1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0003489616144237703,0.12709202621288415,-0.8287458,0,False
C20orf194,False,False,False,527,0.0341021897810219,0.033533600778373016,96.92262773722628,584.0,6.371612,527,False,0.03600523286251798,1.0385080074104258,0.67857605,0,False
ATRN,False,False,False,694,0.04595620437956204,0.04493149514816471,95.94744525547445,787.0,6.669498,694,False,0.043253386213460004,1.0603916091549104,0.7154558,0,False
ADAM33,False,False,False,4,0.00040875912408759124,0.00040867560483555794,99.97664233576641,7.0,2.0794415,4,False,0.0001661340428702323,-0.08647823050790435,-1.1836078,0,False
SIGLEC1,False,False,False,84,0.0072992700729927005,0.007272759329079776,99.50948905109489,125.0,4.836282,84,False,0.006761564094787639,0.8014600977059786,0.2900651,1,False
HSPA12B,False,False,False,6,0.00040875912408759124,0.00040867560483555794,99.96496350364964,7.0,2.0794415,6,False,0.00017521911687503887,-0.864797463351867,-2.4746554,0,False
C20orf27,False,False,False,2609,0.3138102189781022,0.27293147962995745,84.76496350364964,5374.0,8.589514,2608,False,0.13982726824877217,0.5197084606588942,-0.17933501,0,False
SPEF1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00016383175646901823,-0.019783899271117206,-1.0712477,0,False
CENPB,False,False,False,1503,0.10055474452554744,0.09581436588620174,91.22335766423357,1722.0,7.4518223,1503,False,0.08899679607504447,0.789825425538477,0.26730475,0,False
CDC25B,False,False,False,2922,0.2447883211678832,0.21896549230276846,82.93722627737226,4192.0,8.341172,2922,True,0.24446786182419963,1.1821737933488432,0.91657346,1,False
LINC01730,False,False,False,42,0.0024525547445255476,0.002449552140503197,99.75474452554745,42.0,3.7612002,42,True,0.005776264585661198,1.450269157923362,1.359285,1,False
AP5S1,False,False,False,569,0.03632116788321168,0.03567710340413885,96.67737226277372,622.0,6.4345465,569,False,0.030820525095585288,0.7083821495196756,0.1328476,0,False
MAVS,False,False,False,2027,0.14995620437956203,0.13972385850177027,88.16350364963503,2568.0,7.851272,2026,False,0.14693106351194749,1.0431999167174173,0.6872371,0,False
AL353194.1,False,False,False,266,0.015824817518248175,0.01570091058710298,98.44671532846715,271.0,5.605802,266,False,0.01606358775009881,0.6531616293285485,0.040978294,0,False
PANK2,False,False,False,2497,0.19217518248175183,0.1757795230140904,85.41897810218978,3291.0,8.099251,2497,False,0.14376961719234146,0.7517635767636772,0.20497103,0,False
AL031670.1,False,False,False,40,0.002394160583941606,0.0023912991477392214,99.76642335766424,41.0,3.7376697,40,False,0.0032928782830416673,1.0777199481423287,0.7432633,1,False
RNF24,False,False,False,1502,0.12554744525547445,0.1182695353011042,91.22919708029197,2150.0,7.673688,1502,False,0.09445965147980065,0.8494258804311345,0.36665645,0,False
SMOX,False,False,False,1390,0.11842335766423358,0.11191997717223513,91.88321167883211,2028.0,7.6152983,1390,False,0.04730752597445288,0.2884449365038139,-0.5629057,0,False
LINC01433,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0005570000061947678,0.5748998051606996,0.39534622,0,False
PRNP,False,False,False,2404,0.19433576642335768,0.17759018684774028,85.96204379562043,3328.0,8.110427,2403,False,0.14277822864369905,0.6969134779108745,0.11386025,0,False
PRND,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0004957549589101746,0.2061204878936087,-0.6955719,0,False
AL133396.2,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.0001954741898617762,-0.32963886048567126,-1.5832398,0,False
RASSF2,False,False,False,2487,0.22983941605839417,0.20688360481105714,85.47737226277373,3936.0,8.278174,2487,False,0.17904368335553053,0.7679468571050286,0.23105954,0,False
SLC23A2,False,False,False,744,0.04875912408759124,0.04760767872576456,95.65547445255474,835.0,6.7286286,744,False,0.052970790134217544,1.1303413707545682,0.83111525,0,False
AL121890.2,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.000339192842854489,0.5157505290641077,-0.18890294,0,False
AL121890.5,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0008620837994137114,0.8650456336934084,0.39187235,0,False
AL121890.4,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0005078225284898331,1.0529150462645052,0.7022387,0,False
TMEM230,False,False,False,4875,0.45296350364963506,0.37360526634401026,71.53284671532847,7757.0,8.95648,4875,False,0.2690023057871236,0.378309187366907,-0.41414085,0,False
PCNA,False,False,False,2862,0.6916788321167883,0.52572142763297,83.28759124087591,11845.0,9.3797455,2862,False,0.22676504809933157,0.8548780284668493,0.37533504,0,False
CDS2,False,False,False,1887,0.12414598540145985,0.11702362328819897,88.98102189781022,2126.0,7.662468,1887,False,0.12886895017561145,0.948922221138228,0.53084135,0,False
AL121757.2,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.00044668149854716133,0.66965187338931,0.07198725,1,False
AL121757.1,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.00022152128485951583,-0.46386828878158043,-1.8051301,0,False
